n,sigma_minus_n,factorization
5425,1.46286,"5^2 × 7 × 31"
5426,1.50055,"2 × 2713"
5427,1.51612,"3^4 × 67"
5428,1.85704,"2^2 × 23 × 59"
5429,1.02781,"61 × 89"
5430,2.41326,"2 × 3 × 5 × 181"
5431,1.00018,"5431"
5432,2.16495,"2^3 × 7 × 97"
5433,1.33407,"3 × 1811"
5434,1.85499,"2 × 11 × 13 × 19"
5435,1.2011,"5 × 1087"
5436,2.54452,"2^2 × 3^2 × 151"
5437,1.00018,"5437"
5438,1.50055,"2 × 2719"
5439,1.59294,"3 × 7^2 × 37"
5440,2.52132,"2^6 × 5 × 17"
5441,1.00018,"5441"
5442,2.00221,"2 × 3 × 907"
5443,1.00018,"5443"
5444,1.75129,"2^2 × 1361"
5445,1.90523,"3^2 × 5 × 11^2"
5446,1.71869,"2 × 7 × 389"
5447,1.07949,"13 × 419"
5448,2.51101,"2^3 × 3 × 227"
5449,1.00018,"5449"
5450,1.87706,"2 × 5^2 × 109"
5451,1.40892,"3 × 23 × 79"
5452,1.84886,"2^2 × 29 × 47"
5453,1.23235,"7 × 19 × 41"
5454,2.24422,"2 × 3^3 × 101"
5455,1.2011,"5 × 1091"
5456,2.18182,"2^4 × 11 × 31"
5457,1.42496,"3 × 17 × 107"
5458,1.50055,"2 × 2729"
5459,1.02876,"53 × 103"
5460,3.44615,"2^2 × 3 × 5 × 7 × 13"
5461,1.03131,"43 × 127"
5462,1.50055,"2 × 2731"
5463,1.44682,"3^2 × 607"
5464,1.87775,"2^3 × 683"
5465,1.2011,"5 × 1093"
5466,2.0022,"2 × 3 × 911"
5467,1.26431,"7 × 11 × 71"
5468,1.75128,"2^2 × 1367"
5469,1.33406,"3 × 1823"
5470,1.80329,"2 × 5 × 547"
5471,1.00018,"5471"
5472,2.99342,"2^5 × 3^2 × 19"
5473,1.07948,"13 × 421"
5474,1.89404,"2 × 7 × 17 × 23"
5475,1.67598,"3 × 5^2 × 73"
5476,1.79858,"2^2 × 37^2"
5477,1.00018,"5477"
5478,2.20811,"2 × 3 × 11 × 83"
5479,1.00018,"5479"
5480,2.26642,"2^3 × 5 × 137"
5481,1.75151,"3^3 × 7 × 29"
5482,1.50055,"2 × 2741"
5483,1.00018,"5483"
5484,2.33844,"2^2 × 3 × 457"
5485,1.20109,"5 × 1097"
5486,1.62304,"2 × 13 × 211"
5487,1.39967,"3 × 31 × 59"
5488,2.25948,"2^4 × 7^3"
5489,1.0931,"11 × 499"
5490,2.64262,"2 × 3^2 × 5 × 61"
5491,1.11819,"17^2 × 19"
5492,1.75127,"2^2 × 1373"
5493,1.33406,"3 × 1831"
5494,1.55952,"2 × 41 × 67"
5495,1.38016,"5 × 7 × 157"
5496,2.51092,"2^3 × 3 × 229"
5497,1.04784,"23 × 239"
5498,1.50055,"2 × 2749"
5499,1.58865,"3^2 × 13 × 47"
5500,2.38255,"2^2 × 5^3 × 11"
5501,1.00018,"5501"
5502,2.30316,"2 × 3 × 7 × 131"
5503,1.00018,"5503"
5504,2.03852,"2^7 × 43"
5505,1.60436,"3 × 5 × 367"
5506,1.50054,"2 × 2753"
5507,1.00018,"5507"
5508,2.76797,"2^2 × 3^4 × 17"
5509,1.14431,"7 × 787"
5510,1.96007,"2 × 5 × 19 × 29"
5511,1.46326,"3 × 11 × 167"
5512,2.05733,"2^3 × 13 × 53"
5513,1.03392,"37 × 149"
5514,2.00218,"2 × 3 × 919"
5515,1.20109,"5 × 1103"
5516,2.01015,"2^2 × 7 × 197"
5517,1.4468,"3^2 × 613"
5518,1.56578,"2 × 31 × 89"
5519,1.00018,"5519"
5520,3.23478,"2^4 × 3 × 5 × 23"
5521,1.00018,"5521"
5522,1.64288,"2 × 11 × 251"
5523,1.5296,"3 × 7 × 263"
5524,1.75127,"2^2 × 1381"
5525,1.41394,"5^2 × 13 × 17"
5526,2.17372,"2 × 3^2 × 307"
5527,1.00018,"5527"
5528,1.87771,"2^3 × 691"
5529,1.41798,"3 × 19 × 97"
5530,2.08318,"2 × 5 × 7 × 79"
5531,1.00018,"5531"
5532,2.33839,"2^2 × 3 × 461"
5533,1.09308,"11 × 503"
5534,1.50054,"2 × 2767"
5535,1.82114,"3^3 × 5 × 41"
5536,1.98013,"2^5 × 173"
5537,1.17356,"7^2 × 113"
5538,2.18418,"2 × 3 × 13 × 71"
5539,1.0399,"29 × 191"
5540,2.10758,"2^2 × 5 × 277"
5541,1.33406,"3 × 1847"
5542,1.59798,"2 × 17 × 163"
5543,1.04781,"23 × 241"
5544,3.37662,"2^3 × 3^2 × 7 × 11"
5545,1.20108,"5 × 1109"
5546,1.55788,"2 × 47 × 59"
5547,1.36506,"3 × 43^2"
5548,1.86734,"2^2 × 19 × 73"
5549,1.03802,"31 × 179"
5550,2.54703,"2 × 3 × 5^2 × 37"
5551,1.25095,"7 × 13 × 61"
5552,1.94308,"2^4 × 347"
5553,1.44679,"3^2 × 617"
5554,1.50054,"2 × 2777"
5555,1.32205,"5 × 11 × 101"
5556,2.33837,"2^2 × 3 × 463"
5557,1.00018,"5557"
5558,1.7186,"2 × 7 × 397"
5559,1.42472,"3 × 17 × 109"
5560,2.26619,"2^3 × 5 × 139"
5561,1.02715,"67 × 83"
5562,2.2438,"2 × 3^3 × 103"
5563,1.00018,"5563"
5564,1.90223,"2^2 × 13 × 107"
5565,1.86307,"3 × 5 × 7 × 53"
5566,1.72045,"2 × 11^2 × 23"
5567,1.05622,"19 × 293"
5568,2.73707,"2^6 × 3 × 29"
5569,1.00018,"5569"
5570,1.80323,"2 × 5 × 557"
5571,1.44678,"3^2 × 619"
5572,2.01005,"2^2 × 7 × 199"
5573,1.00018,"5573"
5574,2.00215,"2 × 3 × 929"
5575,1.24556,"5^2 × 223"
5576,2.03372,"2^3 × 17 × 41"
5577,1.57504,"3 × 11 × 13^2"
5578,1.50054,"2 × 2789"
5579,1.14429,"7 × 797"
5580,3.13118,"2^2 × 3^2 × 5 × 31"
5581,1.00018,"5581"
5582,1.50054,"2 × 2791"
5583,1.33405,"3 × 1861"
5584,1.94305,"2^4 × 349"
5585,1.20107,"5 × 1117"
5586,2.44898,"2 × 3 × 7^2 × 19"
5587,1.03383,"37 × 151"
5588,1.92412,"2^2 × 11 × 127"
5589,1.56307,"3^5 × 23"
5590,1.98354,"2 × 5 × 13 × 43"
5591,1.00018,"5591"
5592,2.51073,"2^3 × 3 × 233"
5593,1.23583,"7 × 17 × 47"
5594,1.50054,"2 × 2797"
5595,1.60429,"3 × 5 × 373"
5596,1.75125,"2^2 × 1399"
5597,1.03984,"29 × 193"
5598,2.17363,"2 × 3^2 × 311"
5599,1.09305,"11 × 509"
5600,2.79,"2^5 × 5^2 × 7"
5601,1.33405,"3 × 1867"
5602,1.50054,"2 × 2801"
5603,1.07942,"13 × 431"
5604,2.33833,"2^2 × 3 × 467"
5605,1.28457,"5 × 19 × 59"
5606,1.50054,"2 × 2803"
5607,1.66934,"3^2 × 7 × 89"
5608,1.87767,"2^3 × 701"
5609,1.02692,"71 × 79"
5610,2.77219,"2 × 3 × 5 × 11 × 17"
5611,1.03796,"31 × 181"
5612,1.85602,"2^2 × 23 × 61"
5613,1.33405,"3 × 1871"
5614,1.71856,"2 × 7 × 401"
5615,1.20107,"5 × 1123"
5616,3.09117,"2^4 × 3^3 × 13"
5617,1.03187,"41 × 137"
5618,1.52884,"2 × 53^2"
5619,1.33405,"3 × 1873"
5620,2.10747,"2^2 × 5 × 281"
5621,1.26383,"7 × 11 × 73"
5622,2.00213,"2 × 3 × 937"
5623,1.00018,"5623"
5624,2.02703,"2^3 × 19 × 37"
5625,1.80498,"3^2 × 5^4"
5626,1.56772,"2 × 29 × 97"
5627,1.06202,"17 × 331"
5628,2.70647,"2^2 × 3 × 7 × 67"
5629,1.07941,"13 × 433"
5630,1.8032,"2 × 5 × 563"
5631,1.33404,"3 × 1877"
5632,2.17969,"2^9 × 11"
5633,1.03107,"43 × 131"
5634,2.17359,"2 × 3^2 × 313"
5635,1.45661,"5 × 7^2 × 23"
5636,1.75124,"2^2 × 1409"
5637,1.33404,"3 × 1879"
5638,1.50053,"2 × 2819"
5639,1.00018,"5639"
5640,3.06383,"2^3 × 3 × 5 × 47"
5641,1.00018,"5641"
5642,1.90571,"2 × 7 × 13 × 31"
5643,1.70122,"3^3 × 11 × 19"
5644,1.87527,"2^2 × 17 × 83"
5645,1.20106,"5 × 1129"
5646,2.00213,"2 × 3 × 941"
5647,1.00018,"5647"
5648,1.94299,"2^4 × 353"
5649,1.52947,"3 × 7 × 269"
5650,1.87646,"2 × 5^2 × 113"
5651,1.00018,"5651"
5652,2.54388,"2^2 × 3^2 × 157"
5653,1.00018,"5653"
5654,1.64273,"2 × 11 × 257"
5655,1.78249,"3 × 5 × 13 × 29"
5656,2.16407,"2^3 × 7 × 101"
5657,1.00018,"5657"
5658,2.13786,"2 × 3 × 23 × 41"
5659,1.00018,"5659"
5660,2.10742,"2^2 × 5 × 283"
5661,1.57075,"3^2 × 17 × 37"
5662,1.58954,"2 × 19 × 149"
5663,1.14427,"7 × 809"
5664,2.66949,"2^5 × 3 × 59"
5665,1.3218,"5 × 11 × 103"
5666,1.50053,"2 × 2833"
5667,1.33404,"3 × 1889"
5668,1.90191,"2^2 × 13 × 109"
5669,1.00018,"5669"
5670,3.07302,"2 × 3^4 × 5 × 7"
5671,1.02839,"53 × 107"
5672,1.87764,"2^3 × 709"
5673,1.39891,"3 × 31 × 61"
5674,1.50053,"2 × 2837"
5675,1.24546,"5^2 × 227"
5676,2.60465,"2^2 × 3 × 11 × 43"
5677,1.14427,"7 × 811"
5678,1.59775,"2 × 17 × 167"
5679,1.44673,"3^2 × 631"
5680,2.35775,"2^4 × 5 × 71"
5681,1.18289,"13 × 19 × 23"
5682,2.00211,"2 × 3 × 947"
5683,1.00018,"5683"
5684,2.10591,"2^2 × 7^2 × 29"
5685,1.60422,"3 × 5 × 379"
5686,1.50053,"2 × 2843"
5687,1.12256,"11^2 × 47"
5688,2.74262,"2^3 × 3^2 × 79"
5689,1.00018,"5689"
5690,1.80316,"2 × 5 × 569"
5691,1.52943,"3 × 7 × 271"
5692,1.75123,"2^2 × 1423"
5693,1.00018,"5693"
5694,2.18335,"2 × 3 × 13 × 73"
5695,1.28955,"5 × 17 × 67"
5696,2.00667,"2^6 × 89"
5697,1.4885,"3^3 × 211"
5698,1.92067,"2 × 7 × 11 × 37"
5699,1.03176,"41 × 139"
5700,3.04561,"2^2 × 3 × 5^2 × 19"
5701,1.00018,"5701"
5702,1.50053,"2 × 2851"
5703,1.33403,"3 × 1901"
5704,2.01964,"2^3 × 23 × 31"
5705,1.37984,"5 × 7 × 163"
5706,2.1735,"2 × 3^2 × 317"
5707,1.07938,"13 × 439"
5708,1.75123,"2^2 × 1427"
5709,1.46295,"3 × 11 × 173"
5710,1.80315,"2 × 5 × 571"
5711,1.00018,"5711"
5712,3.12605,"2^4 × 3 × 7 × 17"
5713,1.03973,"29 × 197"
5714,1.50053,"2 × 2857"
5715,1.74698,"3^2 × 5 × 127"
5716,1.75122,"2^2 × 1429"
5717,1.00017,"5717"
5718,2.0021,"2 × 3 × 953"
5719,1.23098,"7 × 19 × 43"
5720,2.64336,"2^3 × 5 × 11 × 13"
5721,1.33403,"3 × 1907"
5722,1.50052,"2 × 2861"
5723,1.02743,"59 × 97"
5724,2.64151,"2^2 × 3^3 × 53"
5725,1.24541,"5^2 × 229"
5726,1.71848,"2 × 7 × 409"
5727,1.40807,"3 × 23 × 83"
5728,1.97975,"2^5 × 179"
5729,1.06197,"17 × 337"
5730,2.41257,"2 × 3 × 5 × 191"
5731,1.093,"11 × 521"
5732,1.75122,"2^2 × 1433"
5733,1.80952,"3^2 × 7^2 × 13"
5734,1.55703,"2 × 47 × 61"
5735,1.27219,"5 × 31 × 37"
5736,2.51046,"2^3 × 3 × 239"
5737,1.00017,"5737"
5738,1.5894,"2 × 19 × 151"
5739,1.33403,"3 × 1913"
5740,2.45854,"2^2 × 5 × 7 × 41"
5741,1.00017,"5741"
5742,2.44514,"2 × 3^2 × 11 × 29"
5743,1.00017,"5743"
5744,1.9429,"2^4 × 359"
5745,1.60418,"3 × 5 × 383"
5746,1.71981,"2 × 13^2 × 17"
5747,1.14425,"7 × 821"
5748,2.3382,"2^2 × 3 × 479"
5749,1.00017,"5749"
5750,1.95339,"2 × 5^3 × 23"
5751,1.51487,"3^4 × 71"
5752,1.87761,"2^3 × 719"
5753,1.09299,"11 × 523"
5754,2.3024,"2 × 3 × 7 × 137"
5755,1.20104,"5 × 1151"
5756,1.75122,"2^2 × 1439"
5757,1.4174,"3 × 19 × 101"
5758,1.50052,"2 × 2879"
5759,1.07935,"13 × 443"
5760,3.45312,"2^7 × 3^2 × 5"
5761,1.14425,"7 × 823"
5762,1.55779,"2 × 43 × 67"
5763,1.42426,"3 × 17 × 113"
5764,1.92366,"2^2 × 11 × 131"
5765,1.20104,"5 × 1153"
5766,2.0666,"2 × 3 × 31^2"
5767,1.02653,"73 × 79"
5768,2.16366,"2^3 × 7 × 103"
5769,1.4467,"3^2 × 641"
5770,1.80312,"2 × 5 × 577"
5771,1.03968,"29 × 199"
5772,2.58073,"2^2 × 3 × 13 × 37"
5773,1.04764,"23 × 251"
5774,1.50052,"2 × 2887"
5775,2.0613,"3 × 5^2 × 7 × 11"
5776,2.04484,"2^4 × 19^2"
5777,1.02822,"53 × 109"
5778,2.24299,"2 × 3^3 × 107"
5779,1.00017,"5779"
5780,2.2308,"2^2 × 5 × 17^2"
5781,1.39491,"3 × 41 × 47"
5782,1.77447,"2 × 7^2 × 59"
5783,1.00017,"5783"
5784,2.51037,"2^3 × 3 × 241"
5785,1.30683,"5 × 13 × 89"
5786,1.64259,"2 × 11 × 263"
5787,1.44669,"3^2 × 643"
5788,1.75121,"2^2 × 1447"
5789,1.14424,"7 × 827"
5790,2.41244,"2 × 3 × 5 × 193"
5791,1.00017,"5791"
5792,1.97963,"2^5 × 181"
5793,1.33402,"3 × 1931"
5794,1.50052,"2 × 2897"
5795,1.28387,"5 × 19 × 61"
5796,3.01449,"2^2 × 3^2 × 7 × 23"
5797,1.19234,"11 × 17 × 31"
5798,1.62263,"2 × 13 × 223"
5799,1.33402,"3 × 1933"
5800,2.40517,"2^3 × 5^2 × 29"
5801,1.00017,"5801"
5802,2.00207,"2 × 3 × 967"
5803,1.14424,"7 × 829"
5804,1.75121,"2^2 × 1451"
5805,1.81912,"3^3 × 5 × 43"
5806,1.50052,"2 × 2903"
5807,1.00017,"5807"
5808,2.83953,"2^4 × 3 × 11^2"
5809,1.03357,"37 × 157"
5810,2.08193,"2 × 5 × 7 × 83"
5811,1.44553,"3 × 13 × 149"
5812,1.7512,"2^2 × 1453"
5813,1.00017,"5813"
5814,2.41486,"2 × 3^2 × 17 × 19"
5815,1.20103,"5 × 1163"
5816,1.87758,"2^3 × 727"
5817,1.52931,"3 × 7 × 277"
5818,1.50052,"2 × 2909"
5819,1.1404,"11 × 23^2"
5820,2.82887,"2^2 × 3 × 5 × 97"
5821,1.00017,"5821"
5822,1.55823,"2 × 41 × 71"
5823,1.44668,"3^2 × 647"
5824,2.44231,"2^6 × 7 × 13"
5825,1.24532,"5^2 × 233"
5826,2.00206,"2 × 3 × 971"
5827,1.00017,"5827"
5828,1.84489,"2^2 × 31 × 47"
5829,1.3999,"3 × 29 × 67"
5830,2.00069,"2 × 5 × 11 × 53"
5831,1.23478,"7^3 × 17"
5832,2.81121,"2^3 × 3^6"
5833,1.05606,"19 × 307"
5834,1.50051,"2 × 2917"
5835,1.60411,"3 × 5 × 389"
5836,1.7512,"2^2 × 1459"
5837,1.07932,"13 × 449"
5838,2.30216,"2 × 3 × 7 × 139"
5839,1.00017,"5839"
5840,2.35685,"2^4 × 5 × 73"
5841,1.60247,"3^2 × 11 × 59"
5842,1.57754,"2 × 23 × 127"
5843,1.00017,"5843"
5844,2.33812,"2^2 × 3 × 487"
5845,1.37964,"5 × 7 × 167"
5846,1.56004,"2 × 37 × 79"
5847,1.33402,"3 × 1949"
5848,2.03146,"2^3 × 17 × 43"
5849,1.00017,"5849"
5850,2.89333,"2 × 3^2 × 5^2 × 13"
5851,1.00017,"5851"
5852,2.29665,"2^2 × 7 × 11 × 19"
5853,1.33402,"3 × 1951"
5854,1.50051,"2 × 2927"
5855,1.20102,"5 × 1171"
5856,2.66803,"2^5 × 3 × 61"
5857,1.00017,"5857"
5858,1.56709,"2 × 29 × 101"
5859,1.74774,"3^3 × 7 × 31"
5860,2.10717,"2^2 × 5 × 293"
5861,1.00017,"5861"
5862,2.00205,"2 × 3 × 977"
5863,1.20348,"11 × 13 × 41"
5864,1.87756,"2^3 × 733"
5865,1.76777,"3 × 5 × 17 × 23"
5866,1.71838,"2 × 7 × 419"
5867,1.00017,"5867"
5868,2.54329,"2^2 × 3^2 × 163"
5869,1.00017,"5869"
5870,1.80307,"2 × 5 × 587"
5871,1.41714,"3 × 19 × 103"
5872,1.94278,"2^4 × 367"
5873,1.14422,"7 × 839"
5874,2.20633,"2 × 3 × 11 × 89"
5875,1.27455,"5^3 × 47"
5876,1.90129,"2^2 × 13 × 113"
5877,1.44666,"3^2 × 653"
5878,1.50051,"2 × 2939"
5879,1.00017,"5879"
5880,3.4898,"2^3 × 3 × 5 × 7^2"
5881,1.00017,"5881"
5882,1.59742,"2 × 17 × 173"
5883,1.39521,"3 × 37 × 53"
5884,1.75119,"2^2 × 1471"
5885,1.32133,"5 × 11 × 107"
5886,2.24261,"2 × 3^3 × 109"
5887,1.18362,"7 × 29^2"
5888,2.08288,"2^8 × 23"
5889,1.44541,"3 × 13 × 151"
5890,1.95586,"2 × 5 × 19 × 31"
5891,1.03072,"43 × 137"
5892,2.33809,"2^2 × 3 × 491"
5893,1.0263,"71 × 83"
5894,1.71836,"2 × 7 × 421"
5895,1.74656,"3^2 × 5 × 131"
5896,2.07598,"2^3 × 11 × 67"
5897,1.00017,"5897"
5898,2.00203,"2 × 3 × 983"
5899,1.06187,"17 × 347"
5900,2.20678,"2^2 × 5^2 × 59"
5901,1.52923,"3 × 7 × 281"
5902,1.6225,"2 × 13 × 227"
5903,1.00017,"5903"
5904,2.86687,"2^4 × 3^2 × 41"
5905,1.20102,"5 × 1181"
5906,1.50051,"2 × 2953"
5907,1.46267,"3 × 11 × 179"
5908,2.00948,"2^2 × 7 × 211"
5909,1.05602,"19 × 311"
5910,2.41218,"2 × 3 × 5 × 197"
5911,1.04754,"23 × 257"
5912,1.87754,"2^3 × 739"
5913,1.51429,"3^4 × 73"
5914,1.50051,"2 × 2957"
5915,1.48504,"5 × 7 × 13^2"
5916,2.55578,"2^2 × 3 × 17 × 29"
5917,1.02687,"61 × 97"
5918,1.64245,"2 × 11 × 269"
5919,1.33401,"3 × 1973"
5920,2.42635,"2^5 × 5 × 37"
5921,1.03766,"31 × 191"
5922,2.52888,"2 × 3^2 × 7 × 47"
5923,1.00017,"5923"
5924,1.75118,"2^2 × 1481"
5925,1.67426,"3 × 5^2 × 79"
5926,1.50051,"2 × 2963"
5927,1.00017,"5927"
5928,2.83401,"2^3 × 3 × 13 × 19"
5929,1.27863,"7^2 × 11^2"
5930,1.80304,"2 × 5 × 593"
5931,1.44664,"3^2 × 659"
5932,1.75118,"2^2 × 1483"
5933,1.06186,"17 × 349"
5934,2.13549,"2 × 3 × 23 × 43"
5935,1.20101,"5 × 1187"
5936,2.25606,"2^4 × 7 × 53"
5937,1.33401,"3 × 1979"
5938,1.50051,"2 × 2969"
5939,1.00017,"5939"
5940,3.39394,"2^2 × 3^3 × 5 × 11"
5941,1.07928,"13 × 457"
5942,1.5005,"2 × 2971"
5943,1.52919,"3 × 7 × 283"
5944,1.87752,"2^3 × 743"
5945,1.27166,"5 × 29 × 41"
5946,2.00202,"2 × 3 × 991"
5947,1.05599,"19 × 313"
5948,1.75118,"2^2 × 1487"
5949,1.44663,"3^2 × 661"
5950,2.25076,"2 × 5^2 × 7 × 17"
5951,1.09293,"11 × 541"
5952,2.73118,"2^6 × 3 × 31"
5953,1.00017,"5953"
5954,1.62244,"2 × 13 × 229"
5955,1.60403,"3 × 5 × 397"
5956,1.75118,"2^2 × 1489"
5957,1.22478,"7 × 23 × 37"
5958,2.17321,"2 × 3^2 × 331"
5959,1.02702,"59 × 101"
5960,2.2651,"2^3 × 5 × 149"
5961,1.334,"3 × 1987"
5962,1.6424,"2 × 11 × 271"
5963,1.02633,"67 × 89"
5964,2.70423,"2^2 × 3 × 7 × 71"
5965,1.20101,"5 × 1193"
5966,1.589,"2 × 19 × 157"
5967,1.68929,"3^3 × 13 × 17"
5968,1.94269,"2^4 × 373"
5969,1.02932,"47 × 127"
5970,2.41206,"2 × 3 × 5 × 199"
5971,1.1442,"7 × 853"
5972,1.75117,"2^2 × 1493"
5973,1.46258,"3 × 11 × 181"
5974,1.56679,"2 × 29 × 103"
5975,1.24519,"5^2 × 239"
5976,2.74096,"2^3 × 3^2 × 83"
5977,1.03062,"43 × 139"
5978,1.7735,"2 × 7^2 × 61"
5979,1.334,"3 × 1993"
5980,2.35987,"2^2 × 5 × 13 × 23"
5981,1.00017,"5981"
5982,2.00201,"2 × 3 × 997"
5983,1.03761,"31 × 193"
5984,2.27406,"2^5 × 11 × 17"
5985,2.08521,"3^2 × 5 × 7 × 19"
5986,1.55763,"2 × 41 × 73"
5987,1.00017,"5987"
5988,2.33801,"2^2 × 3 × 499"
5989,1.02788,"53 × 113"
5990,1.80301,"2 × 5 × 599"
5991,1.334,"3 × 1997"
5992,2.16288,"2^3 × 7 × 107"
5993,1.07926,"13 × 461"
5994,2.3013,"2 × 3^4 × 37"
5995,1.3211,"5 × 11 × 109"
5996,1.75117,"2^2 × 1499"
5997,1.334,"3 × 1999"
5998,1.5005,"2 × 2999"
5999,1.14419,"7 × 857"
6000,3.224,"2^4 × 3 × 5^3"
6001,1.06182,"17 × 353"
6002,1.5005,"2 × 3001"
6003,1.55922,"3^2 × 23 × 29"
6004,1.86542,"2^2 × 19 × 79"
6005,1.201,"5 × 1201"
6006,2.68531,"2 × 3 × 7 × 11 × 13"
6007,1.00017,"6007"
6008,1.8775,"2^3 × 751"
6009,1.334,"3 × 2003"
6010,1.803,"2 × 5 × 601"
6011,1.00017,"6011"
6012,2.54291,"2^2 × 3^2 × 167"
6013,1.14419,"7 × 859"
6014,1.56435,"2 × 31 × 97"
6015,1.60399,"3 × 5 × 401"
6016,2.03457,"2^7 × 47"
6017,1.0929,"11 × 547"
6018,2.15354,"2 × 3 × 17 × 59"
6019,1.07925,"13 × 463"
6020,2.45581,"2^2 × 5 × 7 × 43"
6021,1.48812,"3^3 × 223"
6022,1.5005,"2 × 3011"
6023,1.05595,"19 × 317"
6024,2.50996,"2^3 × 3 × 251"
6025,1.24515,"5^2 × 241"
6026,1.57717,"2 × 23 × 131"
6027,1.58885,"3 × 7^2 × 41"
6028,1.92303,"2^2 × 11 × 137"
6029,1.00017,"6029"
6030,2.63881,"2 × 3^2 × 5 × 67"
6031,1.03333,"37 × 163"
6032,2.15849,"2^4 × 13 × 29"
6033,1.334,"3 × 2011"
6034,1.71826,"2 × 7 × 431"
6035,1.28848,"5 × 17 × 71"
6036,2.33797,"2^2 × 3 × 503"
6037,1.00017,"6037"
6038,1.5005,"2 × 3019"
6039,1.60159,"3^2 × 11 × 61"
6040,2.2649,"2^3 × 5 × 151"
6041,1.14418,"7 × 863"
6042,2.14499,"2 × 3 × 19 × 53"
6043,1.00017,"6043"
6044,1.75116,"2^2 × 1511"
6045,1.77866,"3 × 5 × 13 × 31"
6046,1.5005,"2 × 3023"
6047,1.00017,"6047"
6048,3.33333,"2^5 × 3^3 × 7"
6049,1.04745,"23 × 263"
6050,2.04446,"2 × 5^2 × 11^2"
6051,1.33399,"3 × 2017"
6052,1.87376,"2^2 × 17 × 89"
6053,1.00017,"6053"
6054,2.00198,"2 × 3 × 1009"
6055,1.37936,"5 × 7 × 173"
6056,1.87748,"2^3 × 757"
6057,1.44659,"3^2 × 673"
6058,1.62232,"2 × 13 × 233"
6059,1.02591,"73 × 83"
6060,2.82772,"2^2 × 3 × 5 × 101"
6061,1.18792,"11 × 19 × 29"
6062,1.71824,"2 × 7 × 433"
6063,1.39337,"3 × 43 × 47"
6064,1.94261,"2^4 × 379"
6065,1.20099,"5 × 1213"
6066,2.1731,"2 × 3^2 × 337"
6067,1.00016,"6067"
6068,1.84113,"2^2 × 37 × 41"
6069,1.61872,"3 × 7 × 17^2"
6070,1.80297,"2 × 5 × 607"
6071,1.07923,"13 × 467"
6072,2.84585,"2^3 × 3 × 11 × 23"
6073,1.00016,"6073"
6074,1.50049,"2 × 3037"
6075,1.85745,"3^5 × 5^2"
6076,2.10138,"2^2 × 7^2 × 31"
6077,1.02682,"59 × 103"
6078,2.00197,"2 × 3 × 1013"
6079,1.00016,"6079"
6080,2.50658,"2^6 × 5 × 19"
6081,1.33399,"3 × 2027"
6082,1.50049,"2 × 3041"
6083,1.26253,"7 × 11 × 79"
6084,2.73718,"2^2 × 3^2 × 13^2"
6085,1.20099,"5 × 1217"
6086,1.59711,"2 × 17 × 179"
6087,1.33399,"3 × 2029"
6088,1.87746,"2^3 × 761"
6089,1.00016,"6089"
6090,2.83744,"2 × 3 × 5 × 7 × 29"
6091,1.00016,"6091"
6092,1.75115,"2^2 × 1523"
6093,1.44658,"3^2 × 677"
6094,1.64227,"2 × 11 × 277"
6095,1.2758,"5 × 23 × 53"
6096,2.60367,"2^4 × 3 × 127"
6097,1.24914,"7 × 13 × 67"
6098,1.50049,"2 × 3049"
6099,1.41663,"3 × 19 × 107"
6100,2.20557,"2^2 × 5^2 × 61"
6101,1.00016,"6101"
6102,2.24189,"2 × 3^3 × 113"
6103,1.06177,"17 × 359"
6104,2.16252,"2^3 × 7 × 109"
6105,1.79263,"3 × 5 × 11 × 37"
6106,1.5565,"2 × 43 × 71"
6107,1.0375,"31 × 197"
6108,2.33792,"2^2 × 3 × 509"
6109,1.03127,"41 × 149"
6110,1.97971,"2 × 5 × 13 × 47"
6111,1.66781,"3^2 × 7 × 97"
6112,1.97906,"2^5 × 191"
6113,1.00016,"6113"
6114,2.00196,"2 × 3 × 1019"
6115,1.20098,"5 × 1223"
6116,1.92283,"2^2 × 11 × 139"
6117,1.33399,"3 × 2039"
6118,1.88297,"2 × 7 × 19 × 23"
6119,1.03939,"29 × 211"
6120,3.44118,"2^3 × 3^2 × 5 × 17"
6121,1.00016,"6121"
6122,1.50049,"2 × 3061"
6123,1.44504,"3 × 13 × 157"
6124,1.75114,"2^2 × 1531"
6125,1.45176,"5^3 × 7^2"
6126,2.00196,"2 × 3 × 1021"
6127,1.09287,"11 × 557"
6128,1.94256,"2^4 × 383"
6129,1.48801,"3^3 × 227"
6130,1.80294,"2 × 5 × 613"
6131,1.00016,"6131"
6132,2.7032,"2^2 × 3 × 7 × 73"
6133,1.00016,"6133"
6134,1.50049,"2 × 3067"
6135,1.60391,"3 × 5 × 409"
6136,2.05346,"2^3 × 13 × 59"
6137,1.11748,"17 × 19^2"
6138,2.43988,"2 × 3^2 × 11 × 31"
6139,1.14416,"7 × 877"
6140,2.10684,"2^2 × 5 × 307"
6141,1.40694,"3 × 23 × 89"
6142,1.5591,"2 × 37 × 83"
6143,1.00016,"6143"
6144,2.66602,"2^11 × 3"
6145,1.20098,"5 × 1229"
6146,1.71819,"2 × 7 × 439"
6147,1.44656,"3^2 × 683"
6148,1.8445,"2^2 × 29 × 53"
6149,1.20215,"11 × 13 × 43"
6150,2.54049,"2 × 3 × 5^2 × 41"
6151,1.00016,"6151"
6152,1.87744,"2^3 × 769"
6153,1.52901,"3 × 7 × 293"
6154,1.59701,"2 × 17 × 181"
6155,1.20097,"5 × 1231"
